example_id,category,strategy,question_index,question,expected_answer,token_count,tokens_saved,compression_ratio,semantic_valid,semantic_validation_reason,model_answer,deterministic_correct,deterministic_method,judge_correct,judge_reason,generation_input_tokens,generation_output_tokens,answer_input_tokens,answer_output_tokens,judge_input_tokens,judge_output_tokens
3,schedule_and_facts,ORIGINAL,3,Where was the robotics demonstration moved?,the Stata Center,241,0,0.0,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,The robotics demonstration was moved to the Stata Center.,True,normalized_containment,True,"The model answer correctly identifies the new location of the robotics demonstration as the Stata Center, matching the expected answer.",0,0,279,11,92,33
3,schedule_and_facts,ORIGINAL,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,241,0,0.0,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,5:40 p.m.,True,normalized_exact,True,"The model answer matches the expected answer exactly, providing the correct departure time of 5:40 p.m.",0,0,282,6,91,32
3,schedule_and_facts,ORIGINAL,5,What is the best-poster award?,a $500 equipment grant,241,0,0.0,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,A $500 equipment grant announced during the reception at 7:15 p.m.,True,normalized_containment,True,The model answer correctly identifies the best-poster award as a $500 equipment grant and adds harmless extra detail about the announcement time and place.,0,0,280,17,100,38
3,schedule_and_facts,FACTS,1,Where is the hardware-prototyping tutorial held?,Maker Studio B,256,-15,-0.06224066390041494,True,"The candidate representation fully preserves all materially important propositions from the source without omissions, contradictions, or ambiguities.",Maker Studio B,True,normalized_exact,True,"The model answer exactly matches the expected answer, correctly identifying the location as Maker Studio B.",317,256,298,3,88,28
3,schedule_and_facts,FACTS,2,How many posters are included in the poster session?,84,256,-15,-0.06224066390041494,True,"The candidate representation fully preserves all materially important propositions from the source without omissions, contradictions, or ambiguities.",84 posters,True,normalized_containment,True,"The model answer correctly states the number of posters as 84, matching the expected answer, with harmless extra detail.",317,256,297,2,84,33
3,schedule_and_facts,FACTS,3,Where was the robotics demonstration moved?,the Stata Center,256,-15,-0.06224066390041494,True,"The candidate representation fully preserves all materially important propositions from the source without omissions, contradictions, or ambiguities.",The robotics demonstration was moved to the Stata Center.,True,normalized_containment,True,"The model answer correctly identifies 'the Stata Center' as the new location of the robotics demonstration, matching the expected answer with appropriate wording.",317,256,294,11,92,38
3,schedule_and_facts,FACTS,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,256,-15,-0.06224066390041494,True,"The candidate representation fully preserves all materially important propositions from the source without omissions, contradictions, or ambiguities.",5:40 p.m.,True,normalized_exact,True,"The model answer matches the expected answer exactly, providing the correct departure time of 5:40 p.m.",317,256,297,6,91,32
3,schedule_and_facts,FACTS,5,What is the best-poster award?,a $500 equipment grant,256,-15,-0.06224066390041494,True,"The candidate representation fully preserves all materially important propositions from the source without omissions, contradictions, or ambiguities.",A $500 equipment grant announced during the reception at 7:15 p.m.,True,normalized_containment,True,The model answer correctly identifies the best-poster award as a $500 equipment grant and adds harmless extra detail about the announcement time and place.,317,256,295,17,100,38
3,schedule_and_facts,COMPACT_ENGLISH,1,Where is the hardware-prototyping tutorial held?,Maker Studio B,219,22,0.09128630705394192,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,Maker Studio B,True,normalized_exact,True,"The model answer exactly matches the expected answer, providing the correct location of the hardware-prototyping tutorial.",317,219,261,3,88,32
3,schedule_and_facts,COMPACT_ENGLISH,2,How many posters are included in the poster session?,84,219,22,0.09128630705394192,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,84 posters,True,normalized_containment,True,"The model answer correctly states the number of posters as 84, matching the expected answer, with harmless extra detail.",317,219,260,2,84,33
3,schedule_and_facts,COMPACT_ENGLISH,3,Where was the robotics demonstration moved?,the Stata Center,219,22,0.09128630705394192,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,Stata Center,True,normalized_exact,True,The model answer 'Stata Center' is semantically equivalent to the expected answer 'the Stata Center'; the definite article 'the' is a minor difference that does not affect correctness.,317,219,257,3,85,48
3,schedule_and_facts,COMPACT_ENGLISH,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,219,22,0.09128630705394192,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,5:40 p.m.,True,normalized_exact,True,"The model answer matches the expected answer exactly, providing the correct departure time of 5:40 p.m.",317,219,260,6,91,32
3,schedule_and_facts,COMPACT_ENGLISH,5,What is the best-poster award?,a $500 equipment grant,219,22,0.09128630705394192,True,All key details from the source are present and accurately represented in the candidate without omissions or contradictions.,A $500 grant announced at the evening reception.,False,fuzzy_0.305,True,"The model answer correctly identifies the award as a $500 grant, which matches the expected answer's $500 equipment grant, and the additional detail about the announcement timing does not contradict the expected answer.",317,219,258,10,93,49
3,schedule_and_facts,SYMBOLIC,1,Where is the hardware-prototyping tutorial held?,Maker Studio B,202,39,0.16182572614107882,True,"All key details including times, locations, event changes, and instructions are fully preserved and unambiguously encoded in the candidate representation.",MakerStudioB,True,fuzzy_0.923,True,"The model answer correctly identifies the location as Maker Studio B, with minor spacing differences that do not affect the meaning.",328,202,245,3,88,33
3,schedule_and_facts,SYMBOLIC,2,How many posters are included in the poster session?,84,202,39,0.16182572614107882,True,"All key details including times, locations, event changes, and instructions are fully preserved and unambiguously encoded in the candidate representation.",84,True,normalized_exact,True,The model answer matches the expected answer exactly.,328,202,244,1,83,19
3,schedule_and_facts,SYMBOLIC,3,Where was the robotics demonstration moved?,the Stata Center,202,39,0.16182572614107882,True,"All key details including times, locations, event changes, and instructions are fully preserved and unambiguously encoded in the candidate representation.",StataCenter,True,fuzzy_0.957,True,"The model answer correctly identifies 'Stata Center' as the location, which is semantically equivalent to 'the Stata Center' in the expected answer.",328,202,241,3,85,41
3,schedule_and_facts,SYMBOLIC,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,202,39,0.16182572614107882,True,"All key details including times, locations, event changes, and instructions are fully preserved and unambiguously encoded in the candidate representation.",5:40pm,False,fuzzy_0.857,True,"The model answer provides the same time as the expected answer, with only a minor formatting difference (no space before 'pm'), which does not affect semantic correctness.",328,202,244,4,90,42
3,schedule_and_facts,SYMBOLIC,5,What is the best-poster award?,a $500 equipment grant,202,39,0.16182572614107882,True,"All key details including times, locations, event changes, and instructions are fully preserved and unambiguously encoded in the candidate representation.",$500 equipment grant,True,normalized_exact,True,"The model answer correctly identifies the best-poster award as a $500 equipment grant, matching the expected answer except for the missing article 'a', which does not affect the meaning.",328,202,242,4,88,46
3,schedule_and_facts,MANDARIN,1,Where is the hardware-prototyping tutorial held?,Maker Studio B,219,22,0.09128630705394192,True,"All key details including times, locations, events, changes, and instructions are accurately preserved and clearly recoverable in the candidate representation.",Maker Studio B,True,normalized_exact,True,"The model answer exactly matches the expected answer, correctly identifying the location as Maker Studio B.",325,219,261,3,88,28
3,schedule_and_facts,MANDARIN,2,How many posters are included in the poster session?,84,219,22,0.09128630705394192,True,"All key details including times, locations, events, changes, and instructions are accurately preserved and clearly recoverable in the candidate representation.",84 posters,True,normalized_containment,True,"The model answer correctly states the number of posters as 84, matching the expected answer, with harmless extra detail.",325,219,260,2,84,33
3,schedule_and_facts,MANDARIN,3,Where was the robotics demonstration moved?,the Stata Center,219,22,0.09128630705394192,True,"All key details including times, locations, events, changes, and instructions are accurately preserved and clearly recoverable in the candidate representation.",Stata Center,True,normalized_exact,True,The model answer 'Stata Center' is semantically equivalent to the expected answer 'the Stata Center'; the definite article 'the' is a minor difference that does not affect correctness.,325,219,257,3,85,48
3,schedule_and_facts,MANDARIN,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,219,22,0.09128630705394192,True,"All key details including times, locations, events, changes, and instructions are accurately preserved and clearly recoverable in the candidate representation.",Shuttle buses begin departing for the reception at 5:40 PM.,False,fuzzy_0.226,True,"The model answer provides the exact time '5:40 PM' as in the expected answer, with equivalent wording and no contradictions.",325,219,260,15,100,36
3,schedule_and_facts,MANDARIN,5,What is the best-poster award?,a $500 equipment grant,219,22,0.09128630705394192,True,"All key details including times, locations, events, changes, and instructions are accurately preserved and clearly recoverable in the candidate representation.",The best-poster award is a $500 equipment grant.,True,normalized_containment,True,"The model answer correctly states that the best-poster award is a $500 equipment grant, matching the expected answer with equivalent wording and additional context.",325,219,258,12,95,39
3,schedule_and_facts,HYBRID,1,Where is the hardware-prototyping tutorial held?,Maker Studio B,197,44,0.18257261410788383,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguously recoverable.",Maker Studio B,True,normalized_exact,True,The model answer matches the expected answer exactly.,333,197,240,3,88,19
3,schedule_and_facts,HYBRID,2,How many posters are included in the poster session?,84,197,44,0.18257261410788383,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguously recoverable.",84 posters,True,normalized_containment,True,"The model answer correctly states the number of posters as 84, matching the expected answer, with harmless extra detail.",333,197,239,2,84,33
3,schedule_and_facts,HYBRID,3,Where was the robotics demonstration moved?,the Stata Center,197,44,0.18257261410788383,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguously recoverable.",Stata Ctr,False,fuzzy_0.857,True,The model answer 'Stata Ctr' is an acceptable abbreviation of 'the Stata Center' and conveys the same location.,333,197,236,4,86,36
3,schedule_and_facts,HYBRID,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,197,44,0.18257261410788383,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguously recoverable.",5:40pm,False,fuzzy_0.857,True,"The model answer provides the correct time '5:40pm', which is semantically equivalent to '5:40 p.m.' in the expected answer.",333,197,239,4,90,41
3,schedule_and_facts,HYBRID,5,What is the best-poster award?,a $500 equipment grant,197,44,0.18257261410788383,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguously recoverable.",$500 equipment grant,True,normalized_exact,True,"The model answer correctly identifies the best-poster award as a $500 equipment grant, matching the expected answer except for the missing article 'a', which does not affect the meaning.",333,197,237,4,88,46
3,schedule_and_facts,TOKEN_OPTIMIZED,1,Where is the hardware-prototyping tutorial held?,Maker Studio B,167,74,0.3070539419087137,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguous.",Maker Studio B,True,normalized_exact,True,"The model answer exactly matches the expected answer, correctly identifying the location as Maker Studio B.",382,167,210,3,88,28
3,schedule_and_facts,TOKEN_OPTIMIZED,2,How many posters are included in the poster session?,84,167,74,0.3070539419087137,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguous.",84 posters,True,normalized_containment,True,"The model answer correctly states the number of posters as 84, matching the expected answer, with harmless extra detail.",382,167,209,2,84,33
3,schedule_and_facts,TOKEN_OPTIMIZED,3,Where was the robotics demonstration moved?,the Stata Center,167,74,0.3070539419087137,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguous.",Stata Center,True,normalized_exact,True,The model answer 'Stata Center' is semantically equivalent to the expected answer 'the Stata Center'; the definite article 'the' is a minor difference that does not affect correctness.,382,167,206,3,85,48
3,schedule_and_facts,TOKEN_OPTIMIZED,4,When do shuttle buses begin departing for the reception?,5:40 p.m.,167,74,0.3070539419087137,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguous.",17:40,False,fuzzy_0.462,True,"The model answer '17:40' is the 24-hour clock equivalent of '5:40 p.m.', which matches the expected answer exactly.",382,167,209,3,89,40
3,schedule_and_facts,TOKEN_OPTIMIZED,5,What is the best-poster award?,a $500 equipment grant,167,74,0.3070539419087137,True,"All key details including times, locations, event changes, and instructions are accurately preserved and unambiguous.",A $500 equipment grant announced at 19:15 during the evening reception.,True,normalized_containment,True,"The model answer correctly identifies the best-poster award as a $500 equipment grant, adding harmless extra detail about the announcement time and setting.",382,167,207,16,99,38
